sweep,H,L,T
0,0,8,1.000
1,-32,0,0
2,-100,0,0
3,-128,0,0
4,-128,0,0
5,-128,0,0
6,-128,0,0
7,-128,0,0
8,-128,0,0
9,-128,0,0
10,-128,0,0
11,-128,0,0
12,-128,0,0
13,-128,0,0
14,-128,0,0
15,-128,0,0
16,-128,0,0
17,-128,0,0
18,-128,0,0
19,-128,0,0
20,-128,0,0
21,-128,0,0
22,-128,0,0
23,-128,0,0
24,-128,0,0
25,-128,0,0
26,-128,0,0
27,-128,0,0
28,-128,0,0
29,-128,0,0
30,-128,0,0
31,-128,0,0
32,-128,0,0
33,-128,0,0
34,-128,0,0
35,-128,0,0
36,-128,0,0
37,-128,0,0
38,-128,0,0
39,-128,0,0
40,-128,0,0
41,-128,0,0
42,-128,0,0
43,-128,0,0
44,-128,0,0
45,-128,0,0
46,-128,0,0
47,-128,0,0
48,-128,0,0
49,-128,0,0
50,-128,0,0
51,-128,0,0
52,-112,0,0
53,-128,0,0
54,-128,0,0
55,-128,0,0
56,-128,0,0
57,-128,0,0
58,-128,0,0
59,-128,0,0
60,-128,0,0
61,-128,0,0
62,-128,0,0
63,-128,0,0
64,-128,0,0
65,-128,0,0
66,-128,0,0
67,-128,0,0
68,-128,0,0
69,-128,0,0
70,-128,0,0
71,-120,0,0
72,-128,0,0
73,-128,0,0
74,-128,0,0
75,-128,0,0
76,-128,0,0
77,-128,0,0
78,-128,0,0
79,-128,0,0
80,-120,0,0
81,-128,0,0
82,-128,0,0
83,-128,0,0
84,-128,0,0
85,-128,0,0
86,-128,0,0
87,-128,0,0
88,-128,0,0
89,-128,0,0
90,-128,0,0
91,-128,0,0
92,-128,0,0
93,-128,0,0
94,-128,0,0
95,-128,0,0
96,-128,0,0
97,-128,0,0
98,-128,0,0
99,-128,0,0
100,-128,0,0
101,-128,0,0
102,-128,0,0
103,-128,0,0
104,-128,0,0
105,-128,0,0
106,-128,0,0
107,-128,0,0
108,-128,0,0
109,-128,0,0
110,-128,0,0
111,-128,0,0
112,-128,0,0
113,-128,0,0
114,-128,0,0
115,-128,0,0
116,-120,0,0
117,-128,0,0
118,-128,0,0
119,-128,0,0
120,-128,0,0
121,-128,0,0
122,-128,0,0
123,-128,0,0
124,-128,0,0
125,-128,0,0
126,-128,0,0
127,-128,0,0
128,-128,0,0
129,-128,0,0
130,-128,0,0
131,-128,0,0
132,-128,0,0
133,-120,0,0
134,-128,0,0
135,-128,0,0
136,-128,0,0
137,-128,0,0
138,-128,0,0
139,-128,0,0
140,-128,0,0
141,-128,0,0
142,-128,0,0
143,-128,0,0
144,-128,0,0
145,-128,0,0
146,-128,0,0
147,-128,0,0
148,-128,0,0
149,-128,0,0
150,-128,0,0
151,-128,0,0
152,-128,0,0
153,-128,0,0
154,-128,0,0
155,-128,0,0
156,-128,0,0
157,-128,0,0
158,-128,0,0
159,-128,0,0
160,-128,0,0
161,-128,0,0
162,-128,0,0
163,-128,0,0
164,-128,0,0
165,-128,0,0
166,-128,0,0
167,-128,0,0
168,-128,0,0
169,-128,0,0
170,-128,0,0
171,-128,0,0
172,-128,0,0
173,-128,0,0
174,-128,0,0
175,-128,0,0
176,-128,0,0
177,-128,0,0
178,-128,0,0
179,-128,0,0
180,-128,0,0
181,-128,0,0
182,-128,0,0
183,-128,0,0
184,-128,0,0
185,-128,0,0
186,-128,0,0
187,-128,0,0
188,-128,0,0
189,-128,0,0
190,-128,0,0
191,-128,0,0
192,-128,0,0
193,-120,0,0
194,-128,0,0
195,-128,0,0
196,-128,0,0
197,-128,0,0
198,-128,0,0
199,-128,0,0
200,-128,0,0
201,-128,0,0
202,-128,0,0
203,-128,0,0
204,-128,0,0
205,-128,0,0
206,-128,0,0
207,-128,0,0
208,-128,0,0
209,-128,0,0
210,-128,0,0
211,-128,0,0
212,-128,0,0
213,-128,0,0
214,-128,0,0
215,-128,0,0
216,-128,0,0
217,-128,0,0
218,-128,0,0
219,-128,0,0
220,-128,0,0
221,-128,0,0
222,-128,0,0
223,-128,0,0
224,-128,0,0
225,-128,0,0
226,-128,0,0
227,-128,0,0
228,-128,0,0
229,-128,0,0
230,-128,0,0
231,-128,0,0
232,-128,0,0
233,-128,0,0
234,-128,0,0
235,-128,0,0
236,-128,0,0
237,-128,0,0
238,-128,0,0
239,-128,0,0
240,-128,0,0
241,-128,0,0
242,-128,0,0
243,-128,0,0
244,-128,0,0
245,-128,0,0
246,-128,0,0
247,-128,0,0
248,-128,0,0
249,-128,0,0
250,-128,0,0
251,-128,0,0
252,-128,0,0
253,-128,0,0
254,-128,0,0
255,-128,0,0
256,-128,0,0
257,-128,0,0
258,-128,0,0
259,-128,0,0
260,-128,0,0
261,-128,0,0
262,-128,0,0
263,-128,0,0
264,-128,0,0
265,-120,0,0
266,-128,0,0
267,-128,0,0
268,-128,0,0
269,-128,0,0
270,-128,0,0
271,-128,0,0
272,-128,0,0
273,-128,0,0
274,-128,0,0
275,-128,0,0
